id,image,label
141,./archive/kaggle_3m\TCGA_CS_5396_20010302\TCGA_CS_5396_20010302_4.tif,./archive/kaggle_3m\TCGA_CS_5396_20010302\TCGA_CS_5396_20010302_4_mask.tif
142,./archive/kaggle_3m\TCGA_CS_5396_20010302\TCGA_CS_5396_20010302_5.tif,./archive/kaggle_3m\TCGA_CS_5396_20010302\TCGA_CS_5396_20010302_5_mask.tif
143,./archive/kaggle_3m\TCGA_CS_5396_20010302\TCGA_CS_5396_20010302_6.tif,./archive/kaggle_3m\TCGA_CS_5396_20010302\TCGA_CS_5396_20010302_6_mask.tif
144,./archive/kaggle_3m\TCGA_CS_5396_20010302\TCGA_CS_5396_20010302_7.tif,./archive/kaggle_3m\TCGA_CS_5396_20010302\TCGA_CS_5396_20010302_7_mask.tif
145,./archive/kaggle_3m\TCGA_CS_5396_20010302\TCGA_CS_5396_20010302_8.tif,./archive/kaggle_3m\TCGA_CS_5396_20010302\TCGA_CS_5396_20010302_8_mask.tif
146,./archive/kaggle_3m\TCGA_CS_5396_20010302\TCGA_CS_5396_20010302_9.tif,./archive/kaggle_3m\TCGA_CS_5396_20010302\TCGA_CS_5396_20010302_9_mask.tif
147,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_1.tif,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_1_mask.tif
148,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_10.tif,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_10_mask.tif
149,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_11.tif,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_11_mask.tif
150,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_12.tif,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_12_mask.tif
151,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_13.tif,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_13_mask.tif
152,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_14.tif,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_14_mask.tif
153,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_15.tif,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_15_mask.tif
154,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_16.tif,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_16_mask.tif
155,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_17.tif,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_17_mask.tif
156,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_18.tif,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_18_mask.tif
157,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_19.tif,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_19_mask.tif
158,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_2.tif,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_2_mask.tif
159,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_20.tif,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_20_mask.tif
160,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_21.tif,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_21_mask.tif
161,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_22.tif,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_22_mask.tif
162,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_3.tif,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_3_mask.tif
163,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_4.tif,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_4_mask.tif
164,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_5.tif,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_5_mask.tif
165,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_6.tif,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_6_mask.tif
166,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_7.tif,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_7_mask.tif
167,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_8.tif,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_8_mask.tif
168,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_9.tif,./archive/kaggle_3m\TCGA_CS_5397_20010315\TCGA_CS_5397_20010315_9_mask.tif
169,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_1.tif,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_1_mask.tif
170,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_10.tif,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_10_mask.tif
171,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_11.tif,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_11_mask.tif
172,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_12.tif,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_12_mask.tif
173,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_13.tif,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_13_mask.tif
174,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_14.tif,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_14_mask.tif
175,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_15.tif,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_15_mask.tif
176,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_16.tif,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_16_mask.tif
177,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_17.tif,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_17_mask.tif
178,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_18.tif,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_18_mask.tif
179,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_19.tif,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_19_mask.tif
180,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_2.tif,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_2_mask.tif
181,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_20.tif,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_20_mask.tif
182,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_21.tif,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_21_mask.tif
183,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_22.tif,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_22_mask.tif
184,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_23.tif,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_23_mask.tif
185,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_24.tif,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_24_mask.tif
186,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_25.tif,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_25_mask.tif
187,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_3.tif,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_3_mask.tif
188,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_4.tif,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_4_mask.tif
189,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_5.tif,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_5_mask.tif
190,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_6.tif,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_6_mask.tif
191,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_7.tif,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_7_mask.tif
192,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_8.tif,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_8_mask.tif
193,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_9.tif,./archive/kaggle_3m\TCGA_CS_6186_20000601\TCGA_CS_6186_20000601_9_mask.tif
194,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_1.tif,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_1_mask.tif
195,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_10.tif,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_10_mask.tif
196,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_11.tif,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_11_mask.tif
197,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_12.tif,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_12_mask.tif
198,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_13.tif,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_13_mask.tif
199,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_14.tif,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_14_mask.tif
200,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_15.tif,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_15_mask.tif
201,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_16.tif,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_16_mask.tif
202,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_17.tif,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_17_mask.tif
203,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_18.tif,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_18_mask.tif
204,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_19.tif,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_19_mask.tif
205,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_2.tif,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_2_mask.tif
206,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_20.tif,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_20_mask.tif
207,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_21.tif,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_21_mask.tif
208,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_22.tif,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_22_mask.tif
209,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_23.tif,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_23_mask.tif
210,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_24.tif,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_24_mask.tif
211,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_3.tif,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_3_mask.tif
212,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_4.tif,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_4_mask.tif
213,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_5.tif,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_5_mask.tif
214,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_6.tif,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_6_mask.tif
215,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_7.tif,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_7_mask.tif
216,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_8.tif,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_8_mask.tif
217,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_9.tif,./archive/kaggle_3m\TCGA_CS_6188_20010812\TCGA_CS_6188_20010812_9_mask.tif
218,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_1.tif,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_1_mask.tif
219,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_10.tif,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_10_mask.tif
220,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_11.tif,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_11_mask.tif
221,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_12.tif,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_12_mask.tif
222,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_13.tif,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_13_mask.tif
223,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_14.tif,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_14_mask.tif
224,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_15.tif,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_15_mask.tif
225,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_16.tif,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_16_mask.tif
226,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_17.tif,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_17_mask.tif
227,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_18.tif,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_18_mask.tif
228,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_19.tif,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_19_mask.tif
229,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_2.tif,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_2_mask.tif
230,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_20.tif,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_20_mask.tif
231,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_3.tif,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_3_mask.tif
232,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_4.tif,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_4_mask.tif
233,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_5.tif,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_5_mask.tif
234,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_6.tif,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_6_mask.tif
235,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_7.tif,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_7_mask.tif
236,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_8.tif,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_8_mask.tif
237,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_9.tif,./archive/kaggle_3m\TCGA_CS_6290_20000917\TCGA_CS_6290_20000917_9_mask.tif
238,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_1.tif,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_1_mask.tif
239,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_10.tif,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_10_mask.tif
240,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_11.tif,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_11_mask.tif
241,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_12.tif,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_12_mask.tif
242,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_13.tif,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_13_mask.tif
243,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_14.tif,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_14_mask.tif
244,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_15.tif,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_15_mask.tif
245,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_16.tif,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_16_mask.tif
246,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_17.tif,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_17_mask.tif
247,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_18.tif,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_18_mask.tif
248,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_19.tif,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_19_mask.tif
249,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_2.tif,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_2_mask.tif
250,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_20.tif,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_20_mask.tif
251,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_21.tif,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_21_mask.tif
252,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_22.tif,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_22_mask.tif
253,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_23.tif,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_23_mask.tif
254,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_24.tif,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_24_mask.tif
255,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_3.tif,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_3_mask.tif
256,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_4.tif,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_4_mask.tif
257,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_5.tif,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_5_mask.tif
258,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_6.tif,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_6_mask.tif
259,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_7.tif,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_7_mask.tif
260,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_8.tif,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_8_mask.tif
261,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_9.tif,./archive/kaggle_3m\TCGA_CS_6665_20010817\TCGA_CS_6665_20010817_9_mask.tif
262,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_1.tif,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_1_mask.tif
263,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_10.tif,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_10_mask.tif
264,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_11.tif,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_11_mask.tif
265,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_12.tif,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_12_mask.tif
266,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_13.tif,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_13_mask.tif
267,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_14.tif,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_14_mask.tif
268,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_15.tif,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_15_mask.tif
269,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_16.tif,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_16_mask.tif
270,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_17.tif,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_17_mask.tif
271,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_18.tif,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_18_mask.tif
272,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_19.tif,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_19_mask.tif
273,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_2.tif,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_2_mask.tif
274,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_20.tif,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_20_mask.tif
275,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_21.tif,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_21_mask.tif
276,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_22.tif,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_22_mask.tif
277,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_23.tif,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_23_mask.tif
278,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_24.tif,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_24_mask.tif
279,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_25.tif,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_25_mask.tif
280,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_26.tif,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_26_mask.tif
281,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_3.tif,./archive/kaggle_3m\TCGA_CS_6666_20011109\TCGA_CS_6666_20011109_3_mask.tif
